Company,Product,TypeName,Inches,Ram,OS,Weight,Price_euros,Screen,ScreenW,ScreenH,Touchscreen,IPSpanel,RetinaDisplay,CPU_company,CPU_freq,CPU_model,PrimaryStorage,SecondaryStorage,PrimaryStorageType,SecondaryStorageType,GPU_company,GPU_model,Price_inr,Touchscreen_Flag,IPSpanel_Flag,Retina_Flag,Pixels,PPI_proxy,TotalStorage,CPU_brand,GPU_brand,OS_clean,Type_clean,PriceBand
Dell,Inspiron 5378,2 in 1 Convertible,13.3,8,Windows 10,1.68,889,Full HD,1920,1080,Yes,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,97781,1,0,0,2073600,11722.53943,256,Intel,Intel,Windows 10,2 In 1 Convertible,Mid
Asus,ZenBook UX310UA-FB485T,Notebook,13.3,8,Windows 10,1.4,1150,Quad HD+,3200,1800,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,126488,0,0,0,5760000,32562.60953,256,Intel,Intel,Windows 10,Notebook,Upper-Mid
HP,Spectre 13-V111dx,Ultrabook,13.3,8,Windows 10,1.11,1349,Full HD,1920,1080,Yes,Yes,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620,148377,1,1,0,2073600,11722.53943,256,Intel,Intel,Windows 10,Ultrabook,Upper-Mid
Acer,Aspire ES1-533,Notebook,15.6,4,Windows 10,2.4,380,Standard,1366,768,No,No,No,Intel,1.1,Pentium Quad Core N4200,500,0,HDD,No,Intel,HD Graphics 505,41796,0,0,0,1049088,4310.848126,500,Intel,Intel,Windows 10,Notebook,Budget
Asus,Rog GL553VE-DS74,Gaming,15.6,16,Windows 10,2.5,1799,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1050 Ti,197872,0,0,0,2073600,8520.710059,1280,Intel,Nvidia,Windows 10,Gaming,Premium
HP,EliteBook 840,Ultrabook,14,8,Windows 10,1.48,2089,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620,229769,0,0,0,2073600,10579.59184,512,Intel,Intel,Windows 10,Ultrabook,Premium
Acer,Nitro 5,Gaming,15.6,8,Windows 10,2.7,1260,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1050,138587,0,1,0,2073600,8520.710059,1152,Intel,Nvidia,Windows 10,Gaming,Upper-Mid
HP,ENVY -,Notebook,13.3,8,Windows 10,1.34,1189,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,130778,0,1,0,2073600,11722.53943,256,Intel,Intel,Windows 10,Notebook,Upper-Mid
Dell,Vostro 3568,Notebook,15.6,4,Windows 10,2.18,547,Standard,1366,768,No,No,No,Intel,2.4,Core i3 7100U,128,0,SSD,No,Intel,HD Graphics 620,60165,0,0,0,1049088,4310.848126,128,Intel,Intel,Windows 10,Notebook,Mid
HP,Probook 440,Notebook,14,4,Windows 10,1.64,779,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,500,0,HDD,No,Intel,HD Graphics 620,85682,0,0,0,1049088,5352.489796,500,Intel,Intel,Windows 10,Notebook,Mid
Toshiba,Portege Z30-C-16H,Notebook,13.3,4,Windows 10,1.2,1195,Full HD,1920,1080,No,No,No,Intel,2.3,Core i5 6200U,128,0,SSD,No,Intel,HD Graphics 520,131438,0,0,0,2073600,11722.53943,128,Intel,Intel,Windows 10,Notebook,Upper-Mid
HP,EliteBook 840,Notebook,14,4,Windows 10,1.48,1099.99,Standard,1366,768,No,No,No,Intel,2.4,Core i5 6300U,256,0,SSD,No,Intel,HD Graphics 520,120988,0,0,0,1049088,5352.489796,256,Intel,Intel,Windows 10,Notebook,Upper-Mid
HP,ProBook 640,Notebook,14,4,Windows 10,1.95,1205,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,132538,0,0,0,2073600,10579.59184,256,Intel,Intel,Windows 10,Notebook,Upper-Mid
HP,EliteBook 1040,Ultrabook,14,8,Windows 7,1.43,1449,Full HD,1920,1080,No,No,No,Intel,2.6,Core i7 6600U,256,0,SSD,No,Intel,HD Graphics 520,159376,0,0,0,2073600,10579.59184,256,Intel,Intel,Windows 7,Ultrabook,Upper-Mid
HP,ProBook 440,Notebook,14,8,Windows 10,1.64,1049.26,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Nvidia,GeForce 930MX,115408,0,0,0,2073600,10579.59184,256,Intel,Nvidia,Windows 10,Notebook,Upper-Mid
HP,Probook 440,Notebook,14,4,Windows 10,1.64,684,Standard,1366,768,No,No,No,Intel,2.4,Core i3 7100U,500,0,HDD,No,Intel,HD Graphics 620,75233,0,0,0,1049088,5352.489796,500,Intel,Intel,Windows 10,Notebook,Mid
Dell,Inspiron 7567,Gaming,15.6,8,Windows 10,2.65,949,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7300HQ,1024,0,Hybrid,No,Nvidia,GeForce GTX 1050,104381,0,0,0,2073600,8520.710059,1024,Intel,Nvidia,Windows 10,Gaming,Mid
HP,EliteBook 820,Ultrabook,12.5,4,Windows 10,1.26,1539,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,500,0,HDD,No,Intel,HD Graphics 620,169275,0,0,0,2073600,13271.04,500,Intel,Intel,Windows 10,Ultrabook,Premium
HP,Elitebook 840,Notebook,14,4,Windows 10,1.48,1590,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,174884,0,0,0,2073600,10579.59184,256,Intel,Intel,Windows 10,Notebook,Premium
HP,EliteBook 840,Ultrabook,14,8,Windows 10,1.54,1887.21,Full HD,1920,1080,No,No,No,Intel,2.5,Core i7 6500U,256,0,SSD,No,Intel,HD Graphics 520,207574,0,0,0,2073600,10579.59184,256,Intel,Intel,Windows 10,Ultrabook,Premium
HP,Probook 430,Notebook,13.3,4,Windows 10,1.49,800,Standard,1366,768,No,No,No,Intel,2.4,Core i3 7100U,500,0,HDD,No,Intel,HD Graphics 620,87992,0,0,0,1049088,5930.736616,500,Intel,Intel,Windows 10,Notebook,Mid
Toshiba,Portege A30-C-1CZ,Notebook,13.3,8,Windows 10,1.5,1210,Standard,1366,768,No,No,No,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520,133088,0,0,0,1049088,5930.736616,256,Intel,Intel,Windows 10,Notebook,Upper-Mid
HP,ProBook 450,Notebook,15.6,4,Windows 10,2.04,769.99,Standard,1366,768,No,No,No,Intel,2.4,Core i3 7100U,256,0,SSD,No,Intel,HD Graphics 620,84691,0,0,0,1049088,4310.848126,256,Intel,Intel,Windows 10,Notebook,Mid
Lenovo,ThinkPad P70,Notebook,17.3,16,Windows 7,2.4,2968,4K Ultra HD,3840,2160,No,Yes,No,Intel,2.7,Core i7 6820HQ,512,0,SSD,No,Nvidia,Quadro 3000M,326450,0,1,0,8294400,27713.58883,512,Intel,Nvidia,Windows 7,Notebook,Ultra
Toshiba,Tecra Z40-C-12Z,Notebook,14,8,Windows 10,1.47,1490,Full HD,1920,1080,No,Yes,No,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520,163885,0,1,0,2073600,10579.59184,256,Intel,Intel,Windows 10,Notebook,Upper-Mid
HP,EliteBook 1040,Notebook,14,8,Windows 10,1.43,2229,Full HD,1920,1080,No,No,No,Intel,2.5,Core i7 6500U,256,0,SSD,No,Intel,HD Graphics 520,245168,0,0,0,2073600,10579.59184,256,Intel,Intel,Windows 10,Notebook,Premium
Dell,Inspiron 5568,2 in 1 Convertible,15.6,4,Windows 10,2.08,795.99,Full HD,1920,1080,Yes,Yes,No,Intel,2.3,Core i3 6100U,1024,0,HDD,No,Intel,HD Graphics 520,87551,1,1,0,2073600,8520.710059,1024,Intel,Intel,Windows 10,2 In 1 Convertible,Mid
Toshiba,Portégé Z30-C-16K,Ultrabook,13.3,8,Windows 10,1.2,1590,Full HD,1920,1080,No,No,No,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520,174884,0,0,0,2073600,11722.53943,256,Intel,Intel,Windows 10,Ultrabook,Premium
HP,Spectre 13-V100nv,Notebook,13.3,8,Windows 10,1.11,1149,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,126379,0,1,0,2073600,11722.53943,256,Intel,Intel,Windows 10,Notebook,Upper-Mid
HP,ProBook 440,Notebook,14,8,Windows 10,1.64,1185.43,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Nvidia,GeForce 930MX,130385,0,0,0,2073600,10579.59184,256,Intel,Nvidia,Windows 10,Notebook,Upper-Mid
Dell,Latitude E5570,Notebook,15.6,8,Windows 10,2.09,1046.44,Full HD,1920,1080,No,No,No,Intel,2.4,Core i5 6300U,500,0,HDD,No,Intel,HD Graphics 520,115098,0,0,0,2073600,8520.710059,500,Intel,Intel,Windows 10,Notebook,Upper-Mid
HP,Elitebook 820,Ultrabook,12.5,4,Windows 10,1.26,1559,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,171474,0,0,0,1049088,6714.1632,256,Intel,Intel,Windows 10,Ultrabook,Premium
HP,ProBook 650,Notebook,14,4,Windows 10,2.31,1189,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,500,0,HDD,No,Intel,HD Graphics 620,130778,0,0,0,1049088,5352.489796,500,Intel,Intel,Windows 10,Notebook,Upper-Mid
HP,ProBook 640,Notebook,14,4,Windows 10,1.95,1060,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,500,0,HDD,No,Intel,HD Graphics 620,116589,0,0,0,1049088,5352.489796,500,Intel,Intel,Windows 10,Notebook,Upper-Mid
Dell,XPS 13,Ultrabook,13.3,8,Windows 10,1.29,1624,Quad HD+,3200,1800,Yes,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,178624,1,0,0,5760000,32562.60953,256,Intel,Intel,Windows 10,Ultrabook,Premium
HP,Probook 470,Notebook,17.3,8,Windows 10,2.63,1080,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Nvidia,GeForce 930MX,118789,0,0,0,2073600,6928.397207,256,Intel,Nvidia,Windows 10,Notebook,Upper-Mid
HP,ProBook 440,Notebook,14,4,Windows 10,1.64,973,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,107020,0,0,0,1049088,5352.489796,256,Intel,Intel,Windows 10,Notebook,Mid
Acer,Aspire 3,Notebook,15.6,6,Windows 10,2.1,409,Standard,1366,768,No,No,No,AMD,3,A9-Series 9420,1024,0,HDD,No,AMD,Radeon R5,44986,0,0,0,1049088,4310.848126,1024,Amd,Amd,Windows 10,Notebook,Budget
MSI,GL72M 7RDX,Gaming,17.3,8,Windows 10,2.7,1191.8,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1050,131086,0,0,0,2073600,6928.397207,1152,Intel,Nvidia,Windows 10,Gaming,Upper-Mid
HP,Probook 640,Notebook,14,8,Windows 7,1.95,1195,Full HD,1920,1080,No,No,No,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520,131438,0,0,0,2073600,10579.59184,256,Intel,Intel,Windows 7,Notebook,Upper-Mid
HP,EliteBook 850,Notebook,15.6,8,Windows 10,1.84,1228.99,Full HD,1920,1080,No,No,No,Intel,2.5,Core i7 6500U,256,0,SSD,No,Intel,HD Graphics 520,135177,0,0,0,2073600,8520.710059,256,Intel,Intel,Windows 10,Notebook,Upper-Mid
HP,EliteBook 820,Ultrabook,12.5,8,Windows 10,1.26,1349,Full HD,1920,1080,No,No,No,Intel,2.5,Core i7 6500U,256,0,SSD,No,Intel,HD Graphics 520,148377,0,0,0,2073600,13271.04,256,Intel,Intel,Windows 10,Ultrabook,Upper-Mid
HP,ProBook 450,Notebook,15.6,4,Windows 10,2.04,742,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,500,0,HDD,No,Intel,HD Graphics 620,81613,0,0,0,1049088,4310.848126,500,Intel,Intel,Windows 10,Notebook,Mid
Toshiba,Tecra Z40-C-136,Ultrabook,14,8,Windows 10,1.47,1725,Full HD,1920,1080,No,Yes,No,Intel,2.6,Core i7 6600U,256,0,SSD,No,Intel,HD Graphics 520,189733,0,1,0,2073600,10579.59184,256,Intel,Intel,Windows 10,Ultrabook,Premium
Dell,Latitude E5570,Notebook,15.6,8,Windows 7,2.09,1062.95,Full HD,1920,1080,No,No,No,Intel,2.4,Core i5 6300U,256,0,SSD,No,Intel,HD Graphics 520,116914,0,0,0,2073600,8520.710059,256,Intel,Intel,Windows 7,Notebook,Upper-Mid
HP,ProBook 440,Notebook,14,8,Windows 10,1.64,1010.51,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,111146,0,0,0,2073600,10579.59184,256,Intel,Intel,Windows 10,Notebook,Upper-Mid
Lenovo,Yoga 500-15ISK,2 in 1 Convertible,15.6,4,Windows 10,1.8,847,Full HD,1920,1080,Yes,Yes,No,Intel,2.5,Core i7 6500U,256,0,SSD,No,Intel,HD Graphics 520,93162,1,1,0,2073600,8520.710059,256,Intel,Intel,Windows 10,2 In 1 Convertible,Mid
Vero,V142 (X5-Z8350/2GB/32GB/W10),Notebook,14,2,Windows 10,1.45,210.8,Standard,1366,768,No,No,No,Intel,1.44,Atom X5-Z8350,32,0,Flash Storage,No,Intel,HD Graphics 400,23186,0,0,0,1049088,5352.489796,32,Intel,Intel,Windows 10,Notebook,Budget
Toshiba,Tecra A50-C-218,Notebook,15.6,16,Windows 10,2.4,1425,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i7 6500U,256,0,SSD,No,Nvidia,GeForce 930M,156736,0,1,0,2073600,8520.710059,256,Intel,Nvidia,Windows 10,Notebook,Upper-Mid
Lenovo,Thinkpad L560,Notebook,15.6,8,Windows 10,2.3,1049.6,Full HD,1920,1080,No,No,No,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520,115446,0,0,0,2073600,8520.710059,256,Intel,Intel,Windows 10,Notebook,Upper-Mid
HP,EliteBook 840,Notebook,14,4,Windows 10,1.54,1000,Full HD,1920,1080,No,No,No,Intel,2.3,Core i5 6200U,500,0,HDD,No,Intel,HD Graphics 520,109990,0,0,0,2073600,10579.59184,500,Intel,Intel,Windows 10,Notebook,Mid
HP,EliteBook 850,Notebook,15.6,8,Windows 10,1.84,2103.34,Full HD,1920,1080,No,No,No,Intel,2.4,Core i5 6300U,256,500,SSD,HDD,Intel,HD Graphics 520,231346,0,0,0,2073600,8520.710059,756,Intel,Intel,Windows 10,Notebook,Premium
HP,EliteBook 1040,Notebook,14,8,Windows 7,1.43,1469,Full HD,1920,1080,No,No,No,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520,161575,0,0,0,2073600,10579.59184,256,Intel,Intel,Windows 7,Notebook,Upper-Mid
MSI,GT72S Dominator,Gaming,17.3,16,Windows 10,3.78,1545.64,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i7 6820HK,256,1024,SSD,HDD,Nvidia,GeForce GTX 980M,170005,0,1,0,2073600,6928.397207,1280,Intel,Nvidia,Windows 10,Gaming,Premium
Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,16,Windows 10,4.6,2289.99,Full HD,1920,1080,No,Yes,No,Intel,2.6,Core i7 6700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 980M,251876,0,1,0,2073600,6928.397207,1152,Intel,Nvidia,Windows 10,Gaming,Premium
Asus,Chromebook C202SA,Netbook,11.6,4,Chrome OS,1.2,287.9,Standard,1366,768,No,No,No,Intel,1.6,Celeron Dual Core N3060,16,0,Flash Storage,No,Intel,HD Graphics 400,31666,0,0,0,1049088,7796.432818,16,Intel,Intel,Chrome Os,Netbook,Budget
Lenovo,ThinkPad X1,Notebook,14,16,Windows 7,1.1,2620,Standard,2560,1440,No,Yes,No,Intel,2.6,Core i7 6600U,256,0,SSD,No,Intel,HD Graphics 520,288174,0,1,0,3686400,18808.16327,256,Intel,Intel,Windows 7,Notebook,Ultra
HP,Noteb Pav,Notebook,15.6,8,Windows 10,1.91,979,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i7 7500U,1024,0,HDD,No,Nvidia,GeForce 940MX,107680,0,1,0,2073600,8520.710059,1024,Intel,Nvidia,Windows 10,Notebook,Mid
Dell,Inspiron 5578,2 in 1 Convertible,15.6,8,Windows 10,2.3,1094,Full HD,1920,1080,Yes,Yes,No,Intel,2.7,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,120329,1,1,0,2073600,8520.710059,256,Intel,Intel,Windows 10,2 In 1 Convertible,Upper-Mid
HP,ProBook 450,Notebook,15.6,4,Windows 10,2.04,979,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,107680,0,0,0,1049088,4310.848126,256,Intel,Intel,Windows 10,Notebook,Mid
Dell,XPS 13,Ultrabook,13.3,16,Windows 10,1.2,2254,Quad HD+,3200,1800,Yes,No,No,Intel,2.7,Core i7 7500U,1024,0,SSD,No,Intel,HD Graphics 620,247917,1,0,0,5760000,32562.60953,1024,Intel,Intel,Windows 10,Ultrabook,Premium
HP,ProBook 650,Notebook,15.6,4,Windows 10,2.31,705.15,Standard,1366,768,No,No,No,Intel,2.3,Core i3 6100U,500,0,HDD,No,Intel,HD Graphics 520,77559,0,0,0,1049088,4310.848126,500,Intel,Intel,Windows 10,Notebook,Mid
HP,250 G5,Notebook,15.6,4,No OS,1.96,499,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,500,0,HDD,No,Intel,HD Graphics 620,54885,0,0,0,1049088,4310.848126,500,Intel,Intel,No Os,Notebook,Budget
Acer,Aspire ES1-523,Notebook,15.6,8,Windows 10,2.4,449,Standard,1366,768,No,No,No,AMD,2.2,A8-Series 7410,1024,0,HDD,No,AMD,Radeon R5,49386,0,0,0,1049088,4310.848126,1024,Amd,Amd,Windows 10,Notebook,Budget
Dell,Inspiron 7378,2 in 1 Convertible,13.3,12,Windows 10,1.6,1299,Full HD,1920,1080,Yes,Yes,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620,142877,1,1,0,2073600,11722.53943,256,Intel,Intel,Windows 10,2 In 1 Convertible,Upper-Mid
MSI,GT62VR 6RD,Gaming,15.6,16,Windows 10,2.94,1819,Full HD,1920,1080,No,No,No,Intel,2.6,Core i7 6700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1060,200072,0,0,0,2073600,8520.710059,1280,Intel,Nvidia,Windows 10,Gaming,Premium
HP,ProBook 450,Notebook,15.6,8,Windows 10,2.04,1070,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620,117689,0,0,0,2073600,8520.710059,256,Intel,Intel,Windows 10,Notebook,Upper-Mid
Asus,Rog G752VL-GC088D,Gaming,17.3,16,No OS,4,998,Full HD,1920,1080,No,Yes,No,Intel,2.6,Core i7 6700HQ,1024,0,HDD,No,Nvidia,GeForce GTX 965M,109770,0,1,0,2073600,6928.397207,1024,Intel,Nvidia,No Os,Gaming,Mid
Dell,Inspiron 3567,Notebook,15.6,4,Windows 10,2.25,559,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,1024,0,HDD,No,Intel,HD Graphics,61484,0,0,0,2073600,8520.710059,1024,Intel,Intel,Windows 10,Notebook,Mid
Dell,Inspiron 5567,Notebook,15.6,16,Windows 10,2.32,989.99,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,2048,0,HDD,No,AMD,Radeon R7 M445,108889,0,0,0,2073600,8520.710059,2048,Intel,Amd,Windows 10,Notebook,Mid
MSI,GS63VR 6RF,Gaming,15.6,16,Windows 10,1.8,1929,Full HD,1920,1080,No,No,No,Intel,2.6,Core i7 6700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1060,212171,0,0,0,2073600,8520.710059,1280,Intel,Nvidia,Windows 10,Gaming,Premium
Dell,XPS 13,Ultrabook,13.3,8,Windows 10,1.29,1458,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620,160365,0,0,0,2073600,11722.53943,256,Intel,Intel,Windows 10,Ultrabook,Upper-Mid
Asus,ROG G701VO,Gaming,17.3,64,Windows 10,3.58,3975,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i7 6820HK,1024,0,SSD,No,Nvidia,GeForce GTX 980 ,437210,0,1,0,2073600,6928.397207,1024,Intel,Nvidia,Windows 10,Gaming,Ultra
Dell,Inspiron 5368,2 in 1 Convertible,13.3,8,Windows 10,1.62,798.01,Full HD,1920,1080,Yes,No,No,Intel,2.5,Core i7 6500U,256,0,SSD,No,Intel,HD Graphics 520,87773,1,0,0,2073600,11722.53943,256,Intel,Intel,Windows 10,2 In 1 Convertible,Mid
Dell,Alienware 15,Gaming,15.6,16,Windows 10,3.21,1329,4K Ultra HD,3840,2160,No,No,No,Intel,2.6,Core i7 6700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 970M,146177,0,0,0,8294400,34082.84024,1280,Intel,Nvidia,Windows 10,Gaming,Upper-Mid
Apple,"MacBook 12""",Ultrabook,12,8,Mac OS X,0.92,1300,Standard,2304,1440,No,Yes,Yes,Intel,1.1,Core M,256,0,Flash Storage,No,Intel,HD Graphics 515,142987,0,1,1,3317760,23040,256,Intel,Intel,Macos,Ultrabook,Upper-Mid
Dell,Latitude 3570,Notebook,15.6,4,Windows 10,2.06,481.98,Standard,1366,768,No,No,No,Intel,2.3,Core i3 6100U,500,0,HDD,No,Intel,HD Graphics 520,53013,0,0,0,1049088,4310.848126,500,Intel,Intel,Windows 10,Notebook,Budget
HP,ProBook 650,Notebook,15.6,4,Windows 10,2.31,1199,Standard,1366,768,No,No,No,Intel,2.3,Core i5 6200U,500,0,HDD,No,Intel,HD Graphics 520,131878,0,0,0,1049088,4310.848126,500,Intel,Intel,Windows 10,Notebook,Upper-Mid
HP,EliteBook 820,Ultrabook,12.5,8,Windows 7,1.26,1199,Full HD,1920,1080,No,No,No,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520,131878,0,0,0,2073600,13271.04,256,Intel,Intel,Windows 7,Ultrabook,Upper-Mid
HP,ProBook 430,Notebook,13.3,8,Windows 10,1.49,1090,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620,119889,0,0,0,2073600,11722.53943,256,Intel,Intel,Windows 10,Notebook,Upper-Mid
Lenovo,ThinkPad Yoga,Ultrabook,12.5,8,Windows 10,1.3,1713.49,Full HD,1920,1080,Yes,Yes,No,Intel,2.5,Core i7 6500U,256,0,SSD,No,Intel,HD Graphics 520,188467,1,1,0,2073600,13271.04,256,Intel,Intel,Windows 10,Ultrabook,Premium
Lenovo,IdeaPad 300-17ISK,Notebook,17.3,8,Windows 10,3,659,Standard,1600,900,No,No,No,Intel,2.3,Core i5 6200U,1024,0,HDD,No,AMD,Radeon R5 M330,72483,0,0,0,1440000,4811.386949,1024,Intel,Amd,Windows 10,Notebook,Mid
Lenovo,Ideapad 700-15ISK,Notebook,15.6,4,Windows 10,2.3,977,Full HD,1920,1080,No,Yes,No,Intel,2.3,Core i5 6300HQ,1024,0,HDD,No,Nvidia,GeForce GTX 950M,107460,0,1,0,2073600,8520.710059,1024,Intel,Nvidia,Windows 10,Notebook,Mid
MSI,GT72VR Dominator,Gaming,17.3,16,Windows 10,3.78,2499,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1070,274865,0,0,0,2073600,6928.397207,1280,Intel,Nvidia,Windows 10,Gaming,Premium
Lenovo,V110-15ISK (i5-6200U/4GB/500GB/W10),Notebook,15.6,4,Windows 10,2.1,540,Standard,1366,768,No,No,No,Intel,2.3,Core i5 6200U,500,0,HDD,No,Intel,HD Graphics 520,59395,0,0,0,1049088,4310.848126,500,Intel,Intel,Windows 10,Notebook,Mid
HP,Probook 650,Notebook,15.6,4,Windows 7,2.31,940,Full HD,1920,1080,No,No,No,Intel,2.3,Core i5 6200U,500,0,HDD,No,Intel,HD Graphics 520,103391,0,0,0,2073600,8520.710059,500,Intel,Intel,Windows 7,Notebook,Mid
Lenovo,Yoga 900S-12ISK,Ultrabook,12.5,8,Windows 10,0.99,1399,Standard,2560,1440,Yes,Yes,No,Intel,1.2,Core M 6Y75,512,0,SSD,No,Intel,HD Graphics 515,153876,1,1,0,3686400,23592.96,512,Intel,Intel,Windows 10,Ultrabook,Upper-Mid
Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,32,Windows 10,4.6,3240,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i7 6820HK,512,1024,SSD,Hybrid,Nvidia,GeForce GTX 980M,356368,0,1,0,2073600,6928.397207,1536,Intel,Nvidia,Windows 10,Gaming,Ultra
Lenovo,Yoga Book,2 in 1 Convertible,10.1,4,Windows 10,0.69,646.27,Standard,1920,1200,Yes,Yes,No,Intel,1.44,Atom x5-Z8550,64,0,Flash Storage,No,Intel,HD Graphics 400,71083,1,1,0,2304000,22586.02098,64,Intel,Intel,Windows 10,2 In 1 Convertible,Mid
HP,Spectre x360,Ultrabook,13.3,16,Windows 10,1.3,2049,4K Ultra HD,3840,2160,No,Yes,No,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620,225370,0,1,0,8294400,46890.15773,512,Intel,Intel,Windows 10,Ultrabook,Premium
Dell,Vostro 3568,Notebook,15.6,8,Windows 10,2.18,750,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,82492,0,0,0,2073600,8520.710059,256,Intel,Intel,Windows 10,Notebook,Mid
HP,EliteBook 840,Notebook,14,4,Windows 7,1.54,1030.99,Full HD,1920,1080,No,No,No,Intel,2.3,Core i5 6200U,500,0,HDD,No,Intel,HD Graphics 520,113399,0,0,0,2073600,10579.59184,500,Intel,Intel,Windows 7,Notebook,Upper-Mid
HP,ZBook 15u,Workstation,15.6,8,Windows 7,1.9,1495,Full HD,1920,1080,No,No,No,Intel,2.5,Core i7 6500U,256,0,SSD,No,AMD,FirePro W4190M,164435,0,0,0,2073600,8520.710059,256,Intel,Amd,Windows 7,Workstation,Upper-Mid
Lenovo,ThinkPad T460,Notebook,14,8,Windows 7,1.7,1199,Full HD,1920,1080,No,No,No,Intel,2.3,Core i5 6200U,180,0,SSD,No,Intel,HD Graphics 520,131878,0,0,0,2073600,10579.59184,180,Intel,Intel,Windows 7,Notebook,Upper-Mid
HP,Chromebook 13,Notebook,13.3,4,Chrome OS,1.29,615,Quad HD+,3200,1800,No,No,No,Intel,1.5,Pentium Dual Core 4405Y,32,0,Flash Storage,No,Intel,HD Graphics 515,67644,0,0,0,5760000,32562.60953,32,Intel,Intel,Chrome Os,Notebook,Mid
